District,Year,Total_Accounts_Thousands,Total_Deposits_Rs_Million,Metro_Accounts_Thousands,Metro_Deposits_Cr,Rural_Accounts_Thousands,Rural_Deposits_Cr,SemiUrban_Accounts_Thousands,SemiUrban_Deposits_Cr,Urban_Accounts_Thousands,Urban_Deposits_Cr,Total_Deposits_Cr
ARAVALLI,2015-16,1160.725,20467.183,,,644.949,699.3774,515.776,1347.3409,,,2046.72
ARAVALLI,2016-17,1302.822,25089.77,,,601.838,731.7485,700.984,1777.2285,,,2508.98
ARAVALLI,2017-18,1256.941,27231.215,,,570.001,798.5405,686.94,1924.581,,,2723.12
ARIYALUR,2009-10,329.565,5518.035,,,185.62,218.8388,143.945,332.9647,,,551.8
ARIYALUR,2010-11,367.963,6625.962,,,212.17,265.1663,155.793,397.4299,,,662.6
ARIYALUR,2011-12,449.4,7741.629,,,268.028,308.0645,181.372,466.0984,,,774.16
ARIYALUR,2012-13,621.601,8603.071,,,386.115,341.6685,235.486,518.6386,,,860.31
ARIYALUR,2013-14,885.954,9878.4,,,569.542,382.6167,316.412,605.2233,,,987.84
ARIYALUR,2014-15,1005.159,11320.676,,,650.48,435.4804,354.679,696.5872,,,1132.07
ARIYALUR,2015-16,1100.778,13133.454,,,708.658,515.0493,392.12,798.2961,,,1313.35
ARIYALUR,2016-17,1140.635,15156.278,,,711.07,605.7519,429.565,909.8759,,,1515.63
ARIYALUR,2017-18,1229.232,17096.589,,,764.023,642.0274,465.209,1067.6315,,,1709.66
ARWAL,2009-10,198.446,4359.286,,,182.029,407.6648,16.417,28.2638,,,435.93
ARWAL,2010-11,243.35,5316.109,,,224.629,506.3315,18.721,25.2794,,,531.61
ARWAL,2011-12,237.672,6109.882,,,220.626,584.8337,17.046,26.1545,,,610.99
ARWAL,2012-13,350.215,9390.02,,,308.233,876.2374,41.982,62.7646,,,939
ARWAL,2013-14,356.639,8796.563,,,325.802,832.8291,30.837,46.8272,,,879.66
ARWAL,2014-15,421.669,9774.932,,,381.991,915.8429,39.678,61.6503,,,977.49
ARWAL,2015-16,590.268,10715.452,,,524.783,993.9686,65.485,77.5766,,,1071.55
ARWAL,2016-17,698.495,12624.669,,,563.353,1064.6653,135.142,197.8016,,,1262.47
ARWAL,2017-18,770.589,13675.268,,,616.729,1140.925,153.86,226.6018,,,1367.53
ASHOKNAGAR,2009-10,225.247,6194.583,,,75.514,128.5679,149.733,490.8904,,,619.46
ASHOKNAGAR,2010-11,272.618,7068.471,,,85.746,152.3488,186.872,554.4983,,,706.85
ASHOKNAGAR,2011-12,304.086,7887.064,,,104.197,169.8437,199.889,618.8627,,,788.71
ASHOKNAGAR,2012-13,292.754,9298.067,,,76.808,192.915,215.946,736.8917,,,929.81
ASHOKNAGAR,2013-14,436.886,10847.604,,,127.603,218.2352,309.283,866.5252,,,1084.76
ASHOKNAGAR,2014-15,582.266,11965.98,,,167.503,222.0883,414.763,974.5097,,,1196.6
ASHOKNAGAR,2015-16,739.144,12787.31,,,231.765,254.4348,507.379,1024.2962,,,1278.73
ASHOKNAGAR,2016-17,882.309,14836.276,,,281.046,254.6518,601.263,1228.9758,,,1483.63
ASHOKNAGAR,2017-18,922.044,15149.615,,,299.613,255.624,622.431,1259.3375,,,1514.96
AURAIYA,2009-10,555.894,9156.602,,,308.876,373.2462,247.018,542.414,,,915.66
AURAIYA,2010-11,636.27,10927.296,,,357.911,446.7921,278.359,645.9375,,,1092.73
AURAIYA,2011-12,718.922,12427.162,,,400.077,499.0489,318.845,743.6673,,,1242.72
AURAIYA,2012-13,924.145,15573.665,,,515.659,601.4341,408.486,955.9324,,,1557.37
AURAIYA,2013-14,1077.293,18915.529,,,601.169,728.6921,476.124,1162.8608,,,1891.55
AURAIYA,2014-15,1206.134,21860.662,,,627.931,849.4404,578.203,1336.6258,,,2186.07
AURAIYA,2015-16,1462.329,24817.469,,,790.03,947.1036,672.299,1534.6433,,,2481.75
AURAIYA,2016-17,1578.616,31179.675,,,795.578,1116.5699,783.038,2001.3976,,,3117.97
AURAIYA,2017-18,1647.787,34939.045,,,828.508,1221.0608,819.279,2272.8437,,,3493.9
AURANGABAD,2009-10,2265.381,85763.304,,,769.495,1428.363,506.185,1932.3462,989.701,5215.6212,8576.33
AURANGABAD,2010-11,2644.104,99636.147,,,903.395,1680.6812,625.189,2135.0348,1115.52,6147.8987,9963.61
AURANGABAD,2011-12,2692.441,114559.638,,,902.407,1900.1078,669.432,2558.0208,1120.602,6997.8352,11455.96
AURANGABAD,2012-13,3393.197,142702.917,,,1283.184,3265.9171,830.175,2963.9824,1279.838,8040.3922,14270.29
AURANGABAD,2013-14,3942.536,157737.615,,,1445.735,2930.4385,997.221,3316.2881,1499.58,9527.0349,15773.76
AURANGABAD,2014-15,4744.295,186715.849,,,1759.243,3110.7242,1251.488,4063.1321,1733.564,11497.7286,18671.58
AURANGABAD,2015-16,5768.603,210131.877,,,2216.316,3689.0958,1579.875,4588.8777,1972.412,12735.2142,21013.19
AURANGABAD,2016-17,6944.84,256653.324,2324.185,15590.0839,2497.216,4208.177,1802.56,3776.4278,320.879,2090.6437,25665.33
AURANGABAD,2017-18,7203.317,278256.836,2269.103,17159.6252,2679.504,4581.0495,1917.03,4106.0355,337.68,1978.9734,27825.68
AZAMGARH,2009-10,2854.036,45321.143,,,2180.926,2653.1854,673.11,1878.9289,,,4532.11
AZAMGARH,2010-11,3348.765,53025.635,,,2634.067,3066.7501,714.698,2235.8134,,,5302.56
AZAMGARH,2011-12,3300.411,60025.116,,,2505.822,3516.9771,794.589,2485.5345,,,6002.51
AZAMGARH,2012-13,3681.666,72280.256,,,2801.232,4205.5051,880.434,3022.5205,,,7228.03
AZAMGARH,2013-14,4117.569,86578.071,,,3120.372,5087.038,997.197,3570.7691,,,8657.81
AZAMGARH,2014-15,4635.356,99193.063,,,3511.434,5843.8008,1123.922,4075.5055,,,9919.31
AZAMGARH,2015-16,5238.664,130214.823,,,3852.367,6752.0008,1386.297,6269.4815,,,13021.48
AZAMGARH,2016-17,5757.394,148594.042,,,4167.245,8759.3966,944.878,2399.5273,645.271,3700.4803,14859.4
AZAMGARH,2017-18,5929.309,162109.508,,,4306.578,9714.3024,970.996,2471.9518,651.735,4024.6966,16210.95
BADGAM,2009-10,283.413,6932.047,,,190.492,418.0139,67.28,219.2125,25.641,55.9783,693.2
BADGAM,2010-11,315.94,8435.445,,,212.711,499.7262,74.736,263.0812,28.493,80.7371,843.54
BADGAM,2011-12,364.168,9584.18,,,254.32,613.3353,84.091,293.866,25.757,51.2167,958.42
BADGAM,2012-13,424.006,11805.765,,,305.859,803.523,89.52,315.0496,28.627,62.0039,1180.58
BADGAM,2013-14,495.396,13088.022,,,366.401,919.8967,101.024,316.7489,27.971,72.1566,1308.8
BADGAM,2014-15,628.748,14374.587,,,476.653,1019.275,122.488,328.8367,29.607,89.347,1437.46
BADGAM,2015-16,821.412,21051.564,,,599.7,1208.5778,221.712,896.5786,,,2105.16
BADGAM,2016-17,908.928,22381.774,89.528,442.4489,670.838,1342.6348,148.562,453.0937,,,2238.18
BADGAM,2017-18,981.851,26056.318,92.231,506.2917,735.678,1601.2314,153.942,498.1087,,,2605.63
BAGALKOTE,2009-10,1145.021,27381.777,,,435.222,521.9853,709.799,2216.1924,,,2738.18
BAGALKOTE,2010-11,1185.873,32680.961,,,430.614,559.5242,755.259,2708.5719,,,3268.1
BAGALKOTE,2011-12,1387.591,38086.277,,,495.993,643.6054,891.598,3165.0223,,,3808.63
BAGALKOTE,2012-13,1625.995,43795.726,,,569.287,766.9114,1056.708,3612.6612,,,4379.57
BAGALKOTE,2013-14,1869.181,52359.028,,,648.349,887.9777,1220.832,4347.9251,,,5235.9
BAGALKOTE,2014-15,2299.511,56002.524,,,808.984,1004.6704,1490.527,4595.582,,,5600.25
BAGALKOTE,2015-16,2582.158,62064.378,,,918.734,1144.0455,1663.424,5062.3923,,,6206.44
BAGALKOTE,2016-17,2778.88,70000.969,,,959.274,1207.7337,1385.474,3163.975,434.132,2628.3882,7000.1
BAGALKOTE,2017-18,2904.289,79186.766,,,974.332,1341.4885,1478.674,3245.6043,451.283,3331.5838,7918.68
BAGESHWAR,2009-10,171.597,4146.289,,,171.597,414.6289,,,,,414.63
BAGESHWAR,2010-11,181.98,4903.29,,,181.98,490.329,,,,,490.33
BAGESHWAR,2011-12,194.89,5510.382,,,194.89,551.0382,,,,,551.04
BAGESHWAR,2012-13,225.166,6302.64,,,225.166,630.264,,,,,630.26
BAGESHWAR,2013-14,251.085,7460.188,,,251.085,746.0188,,,,,746.02
BAGESHWAR,2014-15,303.69,8840.083,,,303.69,884.0083,,,,,884.01
BAGESHWAR,2015-16,351.798,9795.766,,,351.798,979.5766,,,,,979.58
BAGESHWAR,2016-17,387.252,12281.567,,,387.252,1228.1567,,,,,1228.16
BAGESHWAR,2017-18,409.095,13576.72,,,409.095,1357.672,,,,,1357.67
BAGHPAT,2009-10,538.133,13473.345,,,185.565,317.5604,352.568,1029.7741,,,1347.33
BAGHPAT,2010-11,604.726,15460.393,,,203.473,375.5971,401.253,1170.4422,,,1546.04
BAGHPAT,2011-12,693.258,17479.344,,,226.575,403.4056,466.683,1344.5288,,,1747.93
BAGHPAT,2012-13,818.477,19643.444,,,266.395,456.7859,552.082,1507.5585,,,1964.34
BAGHPAT,2013-14,982.083,22154.792,,,347.034,472.8036,635.049,1742.6756,,,2215.48
BAGHPAT,2014-15,1164.186,25098.146,,,420.51,546.3487,743.676,1963.4659,,,2509.81
BAGHPAT,2015-16,1297.601,28748.594,,,448.654,659.2593,848.947,2215.6001,,,2874.86
BAGHPAT,2016-17,1348.969,36908.079,,,438.378,896.3796,565.356,1584.8191,345.235,1209.6092,3690.81
BAGHPAT,2017-18,1414.538,42819.989,,,469.365,1068.6406,597.887,1856.6119,347.286,1356.7464,4282
BAHRAICH,2009-10,1183.142,17504.718,,,852.837,788.8996,113.527,192.217,216.778,769.3552,1750.47
BAHRAICH,2010-11,1336.879,20713.069,,,947.409,970.2945,126.337,233.3863,263.133,867.6261,2071.31
BAHRAICH,2011-12,1496.019,23866.992,,,1110.375,1080.9592,138.068,280.3157,247.576,1025.4243,2386.7
BAHRAICH,2012-13,1752.196,28649.417,,,1284.006,1272.8488,165.873,345.8697,302.317,1246.2232,2864.94
BAHRAICH,2013-14,2090.854,32170.727,,,1534.333,1370.8779,194.999,400.2587,361.522,1445.9361,3217.07
BAHRAICH,2014-15,2263.727,36541.362,,,1637.769,1548.7095,217.849,442.0757,408.109,1663.351,3654.14
BAHRAICH,2015-16,3078.612,42739.861,,,2316.17,2006.2664,277.46,482.5078,484.982,1785.2119,4273.99
BAHRAICH,2016-17,3324.838,51571.018,,,2318.636,2222.5841,484.569,820.739,521.633,2113.7787,5157.1
BAHRAICH,2017-18,3459.033,57077.595,,,2411.675,2430.8829,503.509,889.4784,543.849,2387.3982,5707.76
BAKSA,2009-10,243.797,2360.853,,,243.797,236.0853,,,,,236.09
BAKSA,2010-11,279.907,3112.649,,,279.907,311.2649,,,,,311.26
BAKSA,2011-12,330.957,3431.801,,,330.957,343.1801,,,,,343.18
BAKSA,2012-13,366.486,3850.532,,,366.486,385.0532,,,,,385.05
BAKSA,2013-14,418.975,5335.584,,,418.975,533.5584,,,,,533.56
BAKSA,2014-15,531.79,6138.33,,,531.79,613.833,,,,,613.83
BAKSA,2015-16,719.726,7302.46,,,719.726,730.246,,,,,730.25
BAKSA,2016-17,893.398,8446.43,,,893.398,844.643,,,,,844.64
BAKSA,2017-18,964.557,9159.382,,,964.557,915.9382,,,,,915.94
BALAGHAT,2009-10,459.267,10672.821,,,270.447,367.6777,188.82,699.6044,,,1067.28
BALAGHAT,2010-11,549.924,12366.719,,,319.713,424.2795,230.211,812.3924,,,1236.67
BALAGHAT,2011-12,760.745,14582.297,,,441.108,494.2002,319.637,964.0295,,,1458.23
BALAGHAT,2012-13,1030.845,18389.9,,,599.415,614.4017,431.43,1224.5883,,,1838.99
BALAGHAT,2013-14,1424.802,21382.446,,,842.302,715.8006,582.5,1422.444,,,2138.24
BALAGHAT,2014-15,1603.494,24646.123,,,924.315,849.4584,679.179,1615.1539,,,2464.61
BALAGHAT,2015-16,1945.554,26280.262,,,1102.271,837.9405,843.283,1790.0857,,,2628.03
BALAGHAT,2016-17,2149.067,33291.409,,,1144.328,1096.8219,1004.739,2232.319,,,3329.14
BALAGHAT,2017-18,2267.592,35205.485,,,1212.827,1139.7065,1054.765,2380.842,,,3520.55
BALESHWAR,2009-10,1065.677,25842.277,,,681.637,962.7517,113.097,293.2787,270.943,1328.1973,2584.23
BALESHWAR,2010-11,1167.434,30231.271,,,741.894,1113.0363,122.872,342.9319,302.668,1567.1589,3023.13
BALESHWAR,2011-12,1385.992,35749.497,,,885.997,1340.8571,161.681,426.3705,338.314,1807.7221,3574.95
BALESHWAR,2012-13,1527.829,41279.574,,,961.418,1531.4199,195.85,551.1688,370.561,2045.3687,4127.96
BALESHWAR,2013-14,1796.436,51224.509,,,1125.331,1913.3031,255.596,719.4569,415.509,2489.6909,5122.45
BALESHWAR,2014-15,2197.308,61941.597,,,1376.036,2320.9797,345.406,930.0937,475.866,2943.0863,6194.16
BALESHWAR,2015-16,2631.757,66993.471,,,1628.917,2591.5338,447.732,1030.1923,555.108,3077.621,6699.35
BALESHWAR,2016-17,3071.694,80040.176,,,1929.018,3164.4014,535.779,1282.5042,606.897,3557.112,8004.02
BALESHWAR,2017-18,3247.208,89320.14,,,2030.356,3502.4819,582.011,1419.7092,634.841,4009.8229,8932.01
BALLIA,2009-10,1669.617,33002.894,,,929.611,1259.5082,453.211,918.7698,286.795,1122.0114,3300.29
BALLIA,2010-11,1889.043,36981.647,,,1058.716,1418.1251,524.279,1040.9075,306.048,1239.1321,3698.16
BALLIA,2011-12,2112.941,42676.185,,,1163.776,1630.2595,622.134,1222.3198,327.031,1415.0392,4267.62
BALLIA,2012-13,2558.377,51484.363,,,1380.457,1941.7535,791.458,1515.4963,386.462,1691.1865,5148.44
BALLIA,2013-14,2805.968,60427.617,,,1470.145,2219.4224,924.092,1820.3689,411.731,2002.9704,6042.76
BALLIA,2014-15,3318.131,68252.155,,,1732.025,2528.6865,1114.686,2088.0961,471.42,2208.4329,6825.22
BALLIA,2015-16,3892.049,76651.336,,,1969.746,2766.3631,1359.047,2447.9692,563.256,2450.8013,7665.13
BALLIA,2016-17,4324.945,92429.182,,,2144.67,3340.8866,1544.365,2998.6178,635.91,2903.4138,9242.92
BALLIA,2017-18,4552.313,100275.864,,,2269.236,3610.4378,1624.017,3268.0856,659.06,3149.063,10027.59
BALOD,2012-13,492.182,10872.979,,,346.976,504.0149,145.206,583.283,,,1087.3
BALOD,2013-14,514.88,11820.575,,,356.791,540.7341,158.089,641.3234,,,1182.06
BALOD,2014-15,745.855,13666.005,,,512.828,595.5614,233.027,771.0391,,,1366.6
BALOD,2015-16,970.958,16137.898,,,685.581,752.3859,285.377,861.4039,,,1613.79
BALOD,2016-17,1132.552,19571.474,,,810.883,870.8754,321.669,1086.272,,,1957.15
BALOD,2017-18,1182.716,21089.614,,,844.947,970.6166,337.769,1138.3448,,,2108.96
BALODABAZAR,2012-13,415.358,12484.297,,,204.979,416.3336,210.379,832.0961,,,1248.43
BALODABAZAR,2013-14,532.726,15969.239,,,260.277,537.2445,272.449,1059.6794,,,1596.92
BALODABAZAR,2014-15,898.46,18190.431,,,469.838,625.3382,428.622,1193.7049,,,1819.04
BALODABAZAR,2015-16,1152.449,20583.798,,,595.165,728.1105,557.284,1330.2693,,,2058.38
BALODABAZAR,2016-17,1474.799,26962.711,,,726.517,1001.5495,748.282,1694.7216,,,2696.27
BALODABAZAR,2017-18,1597.676,29714.291,,,790.456,1051.2439,807.22,1920.1852,,,2971.43
BALRAMPUR,2009-10,763.857,15309.288,,,501.629,729.314,262.228,801.6148,,,1530.93
BALRAMPUR,2010-11,891.652,17113.477,,,577.803,830.4561,313.849,880.8916,,,1711.35
BALRAMPUR,2011-12,948.347,19437.896,,,616.219,949.8757,332.128,993.9139,,,1943.79
BALRAMPUR,2012-13,1453.936,28360.585,,,1057.185,1668.8921,396.751,1167.1664,,,2836.06
BALRAMPUR,2013-14,1557.524,31556.039,,,1115.401,1835.016,442.123,1320.5879,,,3155.6
BALRAMPUR,2014-15,1856.029,36766.675,,,1369.345,2184.1861,486.684,1492.4814,,,3676.67
BALRAMPUR,2015-16,2432.578,41622.813,,,1831.83,2498.5198,600.748,1663.7615,,,4162.28
BALRAMPUR,2016-17,2808.066,50266.768,,,2028.073,2933.6778,779.993,2092.999,,,5026.68
BALRAMPUR,2017-18,3003.332,54458.008,,,2186.154,3208.5917,817.178,2237.2091,,,5445.8
BANAS KANTHA,2009-10,734.664,22858.593,,,278.158,495.0764,280.062,688.9287,176.444,1101.8542,2285.86
BANAS KANTHA,2010-11,845.951,31203.035,,,323.029,641.0152,325.783,789.4088,197.139,1689.8795,3120.3
BANAS KANTHA,2011-12,994.055,34110.736,,,375.092,753.829,380.739,959.4789,238.224,1697.7657,3411.07
BANAS KANTHA,2012-13,1189.57,39489.531,,,454.619,894.4594,455.68,1126.5299,279.271,1927.9638,3948.95
BANAS KANTHA,2013-14,1695.714,43489.863,,,726.411,1016.0101,647.65,1283.218,321.653,2049.7582,4348.99
BANAS KANTHA,2014-15,2137.729,47992.749,,,957.407,1205.2182,816.314,1523.2111,364.008,2070.8456,4799.27
BANAS KANTHA,2015-16,2460.416,51128.04,,,1119.141,1339.3939,936.536,1684.9783,404.739,2088.4318,5112.8
BANAS KANTHA,2016-17,2914.7,63861.265,,,1137.036,1553.5724,1005.151,1486.9721,772.513,3345.582,6386.13
BANAS KANTHA,2017-18,2994.972,69876.333,,,1167.295,1709.3572,1017.603,1705.6166,810.074,3572.6595,6987.63
BANDA,2009-10,858.879,15076.012,,,551.097,540.9118,178.549,219.5342,129.233,747.1552,1507.6
BANDA,2010-11,994.727,16531.799,,,611.772,515.4688,218.123,274.638,164.832,863.0731,1653.18
BANDA,2011-12,973.456,25375.835,,,604.995,577.4145,207.919,314.2414,160.542,1645.9276,2537.58
BANDA,2012-13,1093.658,24060.485,,,672.3,724.9671,252.511,390.7909,168.847,1290.2905,2406.05
BANDA,2013-14,1317.437,27379.564,,,803.087,843.4496,296.858,464.6053,217.492,1429.9015,2737.96
BANDA,2014-15,1441.431,29603.748,,,874.814,929.2807,308.225,514.3536,258.392,1516.7405,2960.37
BANDA,2015-16,1744.787,33465.207,,,1038.889,1068.378,394.256,605.4166,311.642,1672.7261,3346.52
BANDA,2016-17,1939.855,44544.585,,,1043.943,1208.202,542.408,921.0833,353.504,2325.1732,4454.46
BANDA,2017-18,2047.595,48056.998,,,1106.128,1314.8763,575.546,1010.563,365.921,2480.2605,4805.7
BANDIPURA,2009-10,125.238,2677.949,,,62.627,113.3407,62.611,154.4542,,,267.79
BANDIPURA,2010-11,146.341,3171.002,,,73.727,132.9073,72.614,184.1929,,,317.1
BANDIPURA,2011-12,191.704,4962.216,,,95.881,180.2351,95.823,315.9865,,,496.22
BANDIPURA,2012-13,192.682,6145.1,,,88.552,234.4056,104.13,380.1044,,,614.51
BANDIPURA,2013-14,229.287,6902.564,,,110.627,268.8558,118.66,421.4006,,,690.26
BANDIPURA,2014-15,312.444,6849.996,,,155.222,269.163,157.222,415.8366,,,685
BANDIPURA,2015-16,362.742,7527.365,,,186.694,301.1926,176.048,451.5439,,,752.74
BANDIPURA,2016-17,406.805,9111.004,,,133.655,248.1056,273.15,662.9948,,,911.1
BANDIPURA,2017-18,439.613,10030.192,,,144.901,263.9403,294.712,739.0789,,,1003.02
BANGALORE RURAL,2009-10,546.766,26218.064,,,206.347,439.328,340.419,2182.4784,,,2621.81
BANGALORE RURAL,2010-11,632.522,29609.833,,,227.305,534.2978,405.217,2426.6855,,,2960.98
BANGALORE RURAL,2011-12,758.225,35232.857,,,264.214,757.5722,494.011,2765.7135,,,3523.29
BANGALORE RURAL,2012-13,942.084,35804.102,,,338.783,1144.6892,603.301,2435.721,,,3580.41
BANGALORE RURAL,2013-14,1230.959,45273.578,,,484.97,1366.6384,745.989,3160.7194,,,4527.36
BANGALORE RURAL,2014-15,1534.054,61501.73,,,636.593,1734.1348,897.461,4416.0382,,,6150.17
BANGALORE RURAL,2015-16,1661.544,78829.999,,,673.995,2370.9969,987.549,5512.003,,,7883
BANGALORE RURAL,2016-17,1784.559,80966.224,,,637.021,2609.566,1147.538,5487.0564,,,8096.62
BANGALORE RURAL,2017-18,1954.891,88203.887,,,716.481,3677.7081,1238.41,5142.6806,,,8820.39
BANGALORE URBAN,2009-10,13769.451,1864144.854,13505.157,185340.1187,227.995,958.7943,36.299,115.5724,,,186414.49
BANGALORE URBAN,2010-11,15652.428,2286720.86,15348.833,227296.7807,256.992,1208.5576,46.603,166.7477,,,228672.09
BANGALORE URBAN,2011-12,17276.323,2710545.207,16900.282,269213.7069,318,1600.7699,58.041,240.0439,,,271054.52
BANGALORE URBAN,2012-13,19454.058,3001387.954,18947.879,297664.8846,419.149,2046.0578,87.03,427.853,,,300138.8
BANGALORE URBAN,2013-14,22078.454,3471389.889,21370.85,343771.0859,592.814,2888.5202,114.79,479.3828,,,347138.99
BANGALORE URBAN,2014-15,26362.166,4179768.893,25378.187,413634.0005,823.408,3739.9542,158.849,589.8034,1.722,13.1312,417976.89
BANGALORE URBAN,2015-16,26972.614,4519125.119,25757.352,446410.1175,1008.987,4676.4302,202.923,784.1638,3.352,41.8004,451912.51
BANGALORE URBAN,2016-17,29546.445,4970468.181,28206.537,491121.7652,636.968,2728.0255,702.94,3197.0274,,,497046.82
BANGALORE URBAN,2017-18,30305.052,5338659.889,28940.086,528524.7761,726.26,2904.7571,638.706,2436.4557,,,533865.99
BANKA,2009-10,369.676,9064.403,,,286.125,490.8194,83.551,415.6209,,,906.44
BANKA,2010-11,412.769,11235.287,,,313.983,575.3144,98.786,548.2143,,,1123.53
BANKA,2011-12,518.774,12334.977,,,388.433,633.0957,130.341,600.402,,,1233.5
BANKA,2012-13,555.209,15075.176,,,411.484,733.0834,143.725,774.4342,,,1507.52
BANKA,2013-14,652.7,17501.867,,,479.001,887.2941,173.699,862.8926,,,1750.19
BANKA,2014-15,818.229,19939.791,,,595.706,1037.6437,222.523,956.3354,,,1993.98
BANKA,2015-16,1100.038,20951.968,,,749.126,1100.3966,350.912,994.8002,,,2095.2
BANKA,2016-17,1577.034,26248.864,,,1109.716,1418.7674,467.318,1206.119,,,2624.89
BANKA,2017-18,1741.993,28050.73,,,1225.836,1591.448,516.157,1213.625,,,2805.07
BANKURA,2009-10,1400.759,34701.744,,,1066.552,1978.5415,131.796,452.043,202.411,1039.5899,3470.17
BANKURA,2010-11,1508.347,40992.841,,,1139.278,2331.6498,148.256,540.8725,220.813,1226.7618,4099.28
BANKURA,2011-12,1826.731,56680.474,,,1339.092,3020.6908,205.03,776.177,282.609,1871.1796,5668.05
BANKURA,2012-13,1978.301,59886.617,,,1477.339,3311.6765,199.039,795.4838,301.923,1881.5014,5988.66
BANKURA,2013-14,2476.328,73344.91,,,1888.758,4028.7582,239.389,985.5375,348.181,2320.1953,7334.49
BANKURA,2014-15,3297.318,88785.287,,,2572.566,4857.2494,315.065,1211.8686,409.687,2809.4107,8878.53
BANKURA,2015-16,4006.816,100862.032,,,3144.323,5584.1338,382.782,1359.2748,479.711,3142.7946,10086.2
BANKURA,2016-17,4723.449,121585.652,,,3723.288,6924.2951,453.345,1634.59,546.816,3599.6801,12158.57
BANKURA,2017-18,5018.669,128833.111,,,3959.267,7516.2614,488.408,1770.3861,570.994,3596.6636,12883.31
BANSWARA,2009-10,537.778,14788.485,,,314.211,607.0028,223.567,871.8457,,,1478.85
BANSWARA,2010-11,573.232,16560.737,,,332.062,676.146,241.17,979.9277,,,1656.07
BANSWARA,2011-12,634.22,19319.812,,,359.449,775.2721,274.771,1156.7091,,,1931.98
BANSWARA,2012-13,724.161,22527.563,,,408.63,888.5812,315.531,1364.1751,,,2252.76
BANSWARA,2013-14,843.273,26002.338,,,480.878,1010.461,362.395,1589.7728,,,2600.23
BANSWARA,2014-15,1127.466,29631.525,,,629.9,1152.8668,497.566,1810.2857,,,2963.15
BANSWARA,2015-16,1565.025,35200.778,,,924.783,1305.1483,640.242,2214.9295,,,3520.08
BANSWARA,2016-17,1767.836,43493.432,,,1000.889,1365.1074,289.627,706.153,477.32,2278.0828,4349.34
BANSWARA,2017-18,1868.734,44562.329,,,1080.071,1373.1201,324.612,763.5048,464.051,2319.608,4456.23
BARA BANKI,2009-10,1548.617,24307.058,,,990.828,1132.5713,557.789,1298.1345,,,2430.71
BARA BANKI,2010-11,1729.596,28852.033,,,1123.438,1375.8574,606.158,1509.3459,,,2885.2
BARA BANKI,2011-12,1917.227,33462.863,,,1240.5,1635.6983,676.727,1710.588,,,3346.29
BARA BANKI,2012-13,2094.641,38911.115,,,1326.398,1756.5796,768.243,2134.5319,,,3891.11
BARA BANKI,2013-14,2571.455,43769.776,,,1660.655,1969.4663,910.8,2407.5113,,,4376.98
BARA BANKI,2014-15,2983.028,50200.841,,,1935.863,2313.7353,1047.165,2706.3488,,,5020.08
BARA BANKI,2015-16,3414.397,55453.871,,,2180.644,2546.3487,1233.753,2999.0384,,,5545.39
BARA BANKI,2016-17,3641.042,68470.041,,,2178.044,2750.1012,1462.998,4096.9029,,,6847
BARA BANKI,2017-18,3905.438,75130.63,,,2353.975,3012.8662,1551.463,4500.1968,,,7513.06
BARAMULLA,2009-10,519.408,15830.081,,,303.52,727.1923,215.888,855.8158,,,1583.01
BARAMULLA,2010-11,569.919,17834.796,,,336.868,827.8082,233.051,955.6714,,,1783.48
BARAMULLA,2011-12,655.626,21681.412,,,394.273,1005.2857,261.353,1162.8555,,,2168.14
BARAMULLA,2012-13,701.851,25411.561,,,424.189,1164.0231,277.662,1377.133,,,2541.16
BARAMULLA,2013-14,816.169,27888.854,,,508.782,1294.7342,307.387,1494.1512,,,2788.89
BARAMULLA,2014-15,1041.412,29328.035,,,663.293,1382.9592,378.119,1549.8443,,,2932.8
BARAMULLA,2015-16,1211.156,32880.824,,,768.742,1510.2866,442.414,1777.7958,,,3288.08
BARAMULLA,2016-17,1328.625,37476.043,,,851.427,1738.6874,477.198,2008.9169,,,3747.6
BARAMULLA,2017-18,1418.522,39332.443,,,914.26,1833.4867,504.262,2099.7576,,,3933.24
BARAN,2009-10,422.231,8045.962,,,196.927,206.6065,225.304,597.9897,,,804.6
BARAN,2010-11,519.311,9781.29,,,250.057,299.3747,269.254,678.7543,,,978.13
BARAN,2011-12,659.665,10763.02,,,324.527,319.3582,335.138,756.9438,,,1076.3
BARAN,2012-13,735.213,12699.064,,,356.975,372.9601,378.238,896.9463,,,1269.91
BARAN,2013-14,881.683,14151.288,,,424.563,428.322,457.12,986.8068,,,1415.13
BARAN,2014-15,857.382,15979.558,,,403.216,479.457,454.166,1118.4988,,,1597.96
BARAN,2015-16,1250.515,18318.086,,,600.792,536.8853,649.723,1294.9233,,,1831.81
BARAN,2016-17,1361.937,23471.493,,,549.726,556.6361,524.544,858.4997,287.667,932.0135,2347.15
BARAN,2017-18,1478.275,26278.474,,,609.046,619.677,563.238,950.8181,305.991,1057.3523,2627.85
BARDDHAMAN,2009-10,4354.176,178269.121,,,1786.658,4028.449,596.072,2382.6996,1971.446,11415.7635,17826.91
BARDDHAMAN,2010-11,4799.56,208655.551,,,2012.014,4874.0422,676.789,2719.4643,2110.757,13272.0486,20865.56
BARDDHAMAN,2011-12,6421.662,250908.823,,,2327.172,5858.1913,778.6,3170.5234,3315.89,16062.1676,25090.88
