State,District,Year,No_of_Accounts,Credit_Limit_Cr,Amount_Outstanding_Cr,Credit_Utilization_Ratio
ASSAM,DHUBRI,2022,177170,2353.3805,1845.4396,0.7842
ASSAM,DHUBRI,2023,149725,2636.3739,1990.7487,0.7551
ASSAM,DHUBRI,2024,146884,3197.5823,2339.7243,0.7317
ASSAM,DIBRUGARH,2019,263440,5163.102,4041.2897,0.7827
ASSAM,DIBRUGARH,2020,313470,5813.603,4425.3285,0.7612
ASSAM,DIBRUGARH,2021,302622,6474.257,4823.1516,0.745
ASSAM,DIBRUGARH,2022,299525,7511.3271,5391.7504,0.7178
ASSAM,DIBRUGARH,2023,287469,8762.0403,6325.6352,0.7219
ASSAM,DIBRUGARH,2024,277606,10455.048,7393.5628,0.7072
ASSAM,DIMA HASAO,2023,16549,668.8262,492.0681,0.7357
ASSAM,DIMA HASAO,2024,18710,816.5644,598.2928,0.7327
ASSAM,GOALPARA,2019,72979,1092.0619,874.8771,0.8011
ASSAM,GOALPARA,2020,109709,1360.8606,1058.0075,0.7775
ASSAM,GOALPARA,2021,105008,1497.1704,1123.3511,0.7503
ASSAM,GOALPARA,2022,105337,1746.7536,1300.5343,0.7445
ASSAM,GOALPARA,2023,103918,2147.4972,1568.7067,0.7305
ASSAM,GOALPARA,2024,105310,2608.7871,1926.6421,0.7385
ASSAM,GOLAGHAT,2019,225714,2670.1546,2206.977,0.8265
ASSAM,GOLAGHAT,2020,265063,2849.0887,2195.3839,0.7706
ASSAM,GOLAGHAT,2021,296928,3280.7077,2518.5662,0.7677
ASSAM,GOLAGHAT,2022,240442,4278.8523,2754.0542,0.6436
ASSAM,GOLAGHAT,2023,221439,4958.0118,3326.2704,0.6709
ASSAM,GOLAGHAT,2024,202563,5963.7925,4229.7146,0.7092
ASSAM,HAILAKANDI,2019,52897,674.1637,519.7513,0.771
ASSAM,HAILAKANDI,2020,60483,759.9237,600.7954,0.7906
ASSAM,HAILAKANDI,2021,69564,900.5813,710.5852,0.789
ASSAM,HAILAKANDI,2022,68509,1009.8038,783.0078,0.7754
ASSAM,HAILAKANDI,2023,64545,1119.9205,846.9638,0.7563
ASSAM,HAILAKANDI,2024,63211,1312.2441,963.7651,0.7344
ASSAM,HOJAI,2019,64743,959.856,772.7447,0.8051
ASSAM,HOJAI,2020,85061,1143.6288,873.5946,0.7639
ASSAM,HOJAI,2021,93883,1277.5698,989.3005,0.7744
ASSAM,HOJAI,2022,87797,1426.8783,1093.9785,0.7667
ASSAM,HOJAI,2023,74924,1584.7105,1191.0395,0.7516
ASSAM,HOJAI,2024,69661,1848.059,1362.0481,0.737
ASSAM,JORHAT,2019,251111,4469.6019,3367.6707,0.7535
ASSAM,JORHAT,2020,278395,4793.11,3594.7444,0.75
ASSAM,JORHAT,2021,288916,5412.2407,4036.8628,0.7459
ASSAM,JORHAT,2022,240784,5989.5993,4449.6959,0.7429
ASSAM,JORHAT,2023,229344,7019.6767,5164.5893,0.7357
ASSAM,JORHAT,2024,225669,8276.5615,6153.9028,0.7435
ASSAM,KAMRUP,2019,447194,16937.7455,12065.6897,0.7124
ASSAM,KAMRUP,2020,375291,6876.6744,4976.2712,0.7236
ASSAM,KAMRUP,2021,405695,5330.7464,3865.261,0.7251
ASSAM,KAMRUP,2022,390871,9383.407,6065.9273,0.6465
ASSAM,KAMRUP,2023,361030,10538.1385,6648.5819,0.6309
ASSAM,KAMRUP,2024,294630,8991.5464,6090.8204,0.6774
ASSAM,KAMRUP METROPOLITAN,2019,433904,17519.933,12162.2027,0.6942
ASSAM,KAMRUP METROPOLITAN,2020,615864,30747.7697,20438.1256,0.6647
ASSAM,KAMRUP METROPOLITAN,2021,749259,37331.3464,25074.7407,0.6717
ASSAM,KAMRUP METROPOLITAN,2022,741875,50600.1535,30239.5662,0.5976
ASSAM,KAMRUP METROPOLITAN,2023,749395,59433.9839,37188.17,0.6257
ASSAM,KAMRUP METROPOLITAN,2024,923457,69798.3529,46091.3359,0.6603
ASSAM,KARBI ANGLONG,2019,55781,1067.2959,827.9389,0.7757
ASSAM,KARBI ANGLONG,2020,70041,1229.2726,903.3293,0.7348
ASSAM,KARBI ANGLONG,2021,77872,1430.6603,1067.3353,0.746
ASSAM,KARBI ANGLONG,2022,87992,1765.632,1310.9158,0.7425
ASSAM,KARBI ANGLONG,2023,88519,2121.5855,1577.9203,0.7437
ASSAM,KARBI ANGLONG,2024,83365,2487.0492,1803.5039,0.7252
ASSAM,KARIMGANJ,2019,125678,1350.887,1092.8649,0.809
ASSAM,KARIMGANJ,2020,133793,1495.3261,1190.7178,0.7963
ASSAM,KARIMGANJ,2021,169055,1772.615,1423.2785,0.8029
ASSAM,KARIMGANJ,2022,144106,1894.7566,1479.7245,0.781
ASSAM,KARIMGANJ,2023,127376,2049.6603,1567.3002,0.7647
ASSAM,KARIMGANJ,2024,124697,2561.3966,1928.0667,0.7527
ASSAM,KOKRAJHAR,2019,46188,1128.9173,746.2798,0.6611
ASSAM,KOKRAJHAR,2020,70236,1149.1883,868.8783,0.7561
ASSAM,KOKRAJHAR,2021,89806,1525.9909,1171.3277,0.7676
ASSAM,KOKRAJHAR,2022,90759,1873.2096,1426.6931,0.7616
ASSAM,KOKRAJHAR,2023,95925,2226.8806,1684.2646,0.7563
ASSAM,KOKRAJHAR,2024,102732,2699.6234,2024.2294,0.7498
ASSAM,LAKHIMPUR,2019,162352,2054.8054,1712.4979,0.8334
ASSAM,LAKHIMPUR,2020,190629,2407.8868,1914.4312,0.7951
ASSAM,LAKHIMPUR,2021,215915,2817.0247,2190.3623,0.7775
ASSAM,LAKHIMPUR,2022,205488,3150.7893,2440.4541,0.7746
ASSAM,LAKHIMPUR,2023,203663,3676.7708,2839.798,0.7724
ASSAM,LAKHIMPUR,2024,188153,4414.6446,3382.2277,0.7661
ASSAM,MAJULI,2019,10095,98.6131,84.0108,0.8519
ASSAM,MAJULI,2020,14844,122.657,100.0928,0.816
ASSAM,MAJULI,2021,16250,166.2981,127.7809,0.7684
ASSAM,MAJULI,2022,14692,228.179,177.915,0.7797
ASSAM,MAJULI,2023,14944,314.4222,244.2855,0.7769
ASSAM,MAJULI,2024,14428,394.434,299.0886,0.7583
ASSAM,MORIGAON,2019,147358,1433.7754,1244.4391,0.8679
ASSAM,MORIGAON,2020,137552,1488.6775,1226.77,0.8241
ASSAM,MORIGAON,2021,146239,1652.1211,1322.3648,0.8004
ASSAM,MORIGAON,2022,136509,1754.337,1372.7751,0.7825
ASSAM,MORIGAON,2023,120762,1922.3651,1492.8348,0.7766
ASSAM,MORIGAON,2024,114374,2293.212,1698.5602,0.7407
ASSAM,NAGAON,2019,312179,3852.3004,3176.4022,0.8245
ASSAM,NAGAON,2020,387597,4557.5912,3594.1724,0.7886
ASSAM,NAGAON,2021,451259,5254.3436,4109.6322,0.7821
ASSAM,NAGAON,2022,367375,5514.9157,4213.1163,0.7639
ASSAM,NAGAON,2023,337434,6383.9462,4830.9344,0.7567
ASSAM,NAGAON,2024,322211,7755.0999,5802.8223,0.7483
ASSAM,NALBARI,2019,129007,1722.3517,1349.6457,0.7836
ASSAM,NALBARI,2020,163671,1964.7658,1501.1372,0.764
ASSAM,NALBARI,2021,164147,2230.6637,1686.1708,0.7559
ASSAM,NALBARI,2022,165389,2577.8119,1958.4832,0.7597
ASSAM,NALBARI,2023,156931,2952.4029,2200.3582,0.7453
ASSAM,NALBARI,2024,143862,3404.1874,2532.4296,0.7439
ASSAM,NORTH CACHAR HILLS,2019,15346,443.4318,330.1457,0.7445
ASSAM,NORTH CACHAR HILLS,2020,13267,387.3577,286.1139,0.7386
ASSAM,NORTH CACHAR HILLS,2021,13846,449.3873,328.61,0.7312
ASSAM,NORTH CACHAR HILLS,2022,15515,547.9996,403.1712,0.7357
ASSAM,SIBSAGAR,2019,168591,2780.0443,2117.6898,0.7617
ASSAM,SIBSAGAR,2020,203961,3167.2753,2342.0309,0.7394
ASSAM,SIBSAGAR,2021,220166,3555.5807,2645.7706,0.7441
ASSAM,SIBSAGAR,2022,193486,3950.0125,2891.504,0.732
ASSAM,SIBSAGAR,2023,181815,4584.626,3363.174,0.7336
ASSAM,SIBSAGAR,2024,172513,5248.357,3819.8471,0.7278
ASSAM,SONITPUR,2019,217144,3366.7273,2722.1896,0.8086
ASSAM,SONITPUR,2020,226585,3703.2478,2906.8498,0.7849
ASSAM,SONITPUR,2021,261170,4246.8381,3318.048,0.7813
ASSAM,SONITPUR,2022,222557,4622.6689,3535.7932,0.7649
ASSAM,SONITPUR,2023,214218,5461.0029,4104.9048,0.7517
ASSAM,SONITPUR,2024,214221,6670.6931,5007.8488,0.7507
ASSAM,SOUTH SALMARA-MANKACHAR,2019,9136,122.2227,100.7092,0.824
ASSAM,SOUTH SALMARA-MANKACHAR,2020,10627,169.983,136.1937,0.8012
ASSAM,SOUTH SALMARA-MANKACHAR,2021,11343,193.1948,151.8343,0.7859
ASSAM,SOUTH SALMARA-MANKACHAR,2022,11122,226.7327,167.2434,0.7376
ASSAM,SOUTH SALMARA-MANKACHAR,2023,11327,286.9814,208.1482,0.7253
ASSAM,SOUTH SALMARA-MANKACHAR,2024,12149,350.9793,249.524,0.7109
ASSAM,TINSUKIA,2019,181865,3877.1025,3114.6791,0.8034
ASSAM,TINSUKIA,2020,197617,4281.3706,3310.1804,0.7732
ASSAM,TINSUKIA,2021,225475,4674.3803,3550.1361,0.7595
ASSAM,TINSUKIA,2022,203086,5206.2315,3862.0475,0.7418
ASSAM,TINSUKIA,2023,193461,5979.1902,4433.7604,0.7415
ASSAM,TINSUKIA,2024,187032,7061.7806,5292.7686,0.7495
ASSAM,UDALGURI,2019,49555,612.3433,588.2918,0.9607
ASSAM,UDALGURI,2020,89839,1045.4519,881.5289,0.8432
ASSAM,UDALGURI,2021,85076,1222.9957,988.5968,0.8083
ASSAM,UDALGURI,2022,92391,1379.8072,1118.1775,0.8104
ASSAM,UDALGURI,2023,90436,1613.3186,1277.8439,0.7921
ASSAM,UDALGURI,2024,90140,1856.4285,1451.1228,0.7817
ASSAM,WEST KARBI ANGLONG,2019,18774,239.9942,183.5751,0.7649
ASSAM,WEST KARBI ANGLONG,2020,18437,267.2912,198.926,0.7442
ASSAM,WEST KARBI ANGLONG,2021,19022,304.4174,235.681,0.7742
ASSAM,WEST KARBI ANGLONG,2022,20602,358.9611,275.0794,0.7663
ASSAM,WEST KARBI ANGLONG,2023,21254,433.3039,322.0084,0.7431
ASSAM,WEST KARBI ANGLONG,2024,21326,530.7109,381.8528,0.7195
BIHAR,ARARIA,2019,219527,2027.1755,1645.479,0.8117
BIHAR,ARARIA,2020,253630,2878.0835,2261.311,0.7857
BIHAR,ARARIA,2021,303670,3456.0035,2675.0401,0.774
BIHAR,ARARIA,2022,283528,3920.9852,2982.6871,0.7607
BIHAR,ARARIA,2023,326855,4736.3621,3588.7073,0.7577
BIHAR,ARARIA,2024,362212,5838.599,4386.8768,0.7514
BIHAR,ARWAL,2019,44448,446.7365,390.1238,0.8733
BIHAR,ARWAL,2020,49016,566.4059,458.5444,0.8096
BIHAR,ARWAL,2021,54363,656.2667,498.7256,0.7599
BIHAR,ARWAL,2022,52140,746.5442,561.6254,0.7523
BIHAR,ARWAL,2023,52108,864.1023,655.012,0.758
BIHAR,ARWAL,2024,58379,1056.6432,806.7173,0.7635
BIHAR,AURANGABAD,2019,295386,4297.3919,3498.4458,0.8141
BIHAR,AURANGABAD,2020,245273,4364.0844,3544.7923,0.8123
BIHAR,AURANGABAD,2021,264119,3540.1589,2815.4618,0.7953
BIHAR,AURANGABAD,2022,229482,5877.6159,4541.6063,0.7727
BIHAR,AURANGABAD,2023,242077,6463.4471,5213.9866,0.8067
BIHAR,AURANGABAD,2024,262046,7544.5919,5625.2835,0.7456
BIHAR,BANKA,2019,271819,2176.9917,1250.141,0.5743
BIHAR,BANKA,2020,159745,1701.0081,1359.8142,0.7994
BIHAR,BANKA,2021,184275,1934.0125,1528.5665,0.7904
BIHAR,BANKA,2022,174754,2156.2541,1678.5028,0.7784
BIHAR,BANKA,2023,175416,2494.0592,1924.7246,0.7717
BIHAR,BANKA,2024,190257,3010.645,2295.5446,0.7625
BIHAR,BEGUSARAI,2019,341531,4781.1435,3743.8709,0.783
BIHAR,BEGUSARAI,2020,396133,5572.5254,4259.2673,0.7643
BIHAR,BEGUSARAI,2021,427135,6455.1861,4883.4815,0.7565
BIHAR,BEGUSARAI,2022,436391,7483.9444,5709.6515,0.7629
BIHAR,BEGUSARAI,2023,480734,9153.8918,6899.4984,0.7537
BIHAR,BEGUSARAI,2024,524174,11013.3071,8357.0573,0.7588
BIHAR,BHAGALPUR,2019,313977,6768.6003,3743.2953,0.553
BIHAR,BHAGALPUR,2020,369219,7627.366,4257.4347,0.5582
BIHAR,BHAGALPUR,2021,399191,6444.2321,4852.2358,0.753
BIHAR,BHAGALPUR,2022,379572,7481.0382,5585.2579,0.7466
BIHAR,BHAGALPUR,2023,399127,9175.8986,6859.4809,0.7476
BIHAR,BHAGALPUR,2024,444017,11535.1912,8605.7605,0.746
BIHAR,BHOJPUR,2019,216944,5952.9524,2787.3233,0.4682
BIHAR,BHOJPUR,2020,302170,3539.1765,2814.8093,0.7953
BIHAR,BHOJPUR,2021,333380,4029.7784,3205.3603,0.7954
BIHAR,BHOJPUR,2022,370662,4716.7792,3679.0843,0.78
BIHAR,BHOJPUR,2023,428428,5815.5246,4421.7783,0.7603
BIHAR,BHOJPUR,2024,472171,7005.9021,5219.4686,0.745
BIHAR,BUXAR,2019,182842,2212.9951,1838.7136,0.8309
BIHAR,BUXAR,2020,199550,2693.5715,2163.156,0.8031
BIHAR,BUXAR,2021,218973,2954.9921,2384.2617,0.8069
BIHAR,BUXAR,2022,224342,3110.7628,2539.2691,0.8163
BIHAR,BUXAR,2023,235710,3623.9786,2853.8179,0.7875
BIHAR,BUXAR,2024,246923,4126.7932,3187.7,0.7724
BIHAR,DARBHANGA,2019,255079,4135.2173,2967.9485,0.7177
BIHAR,DARBHANGA,2020,288040,4915.7386,3382.9741,0.6882
BIHAR,DARBHANGA,2021,332575,5844.1405,4009.06,0.686
BIHAR,DARBHANGA,2022,380663,7011.4651,4822.1267,0.6877
BIHAR,DARBHANGA,2023,486354,8813.6452,5944.4156,0.6745
BIHAR,DARBHANGA,2024,576711,10922.8762,7426.188,0.6799
BIHAR,GAYA,2019,456356,6352.6463,4934.6068,0.7768
BIHAR,GAYA,2020,639702,7033.4527,5356.3235,0.7615
BIHAR,GAYA,2021,597940,7697.234,5929.0097,0.7703
BIHAR,GAYA,2022,600586,8932.5698,6778.8052,0.7589
BIHAR,GAYA,2023,708861,11241.3611,8423.9561,0.7494
BIHAR,GAYA,2024,910590,14857.9076,10910.9411,0.7344
BIHAR,GOPALGANJ,2019,250070,2353.8137,1926.9821,0.8187
BIHAR,GOPALGANJ,2020,271318,2809.7948,2189.4947,0.7792
BIHAR,GOPALGANJ,2021,291359,3322.6447,2542.8147,0.7653
BIHAR,GOPALGANJ,2022,305451,3959.3259,3018.7073,0.7624
BIHAR,GOPALGANJ,2023,366123,4939.8405,3708.5143,0.7507
BIHAR,GOPALGANJ,2024,388103,5836.2075,4352.7385,0.7458
BIHAR,JAMUI,2019,167735,1738.8155,1411.1296,0.8115
BIHAR,JAMUI,2020,176827,1946.3581,1534.665,0.7885
BIHAR,JAMUI,2021,198078,2245.6196,1756.1461,0.782
BIHAR,JAMUI,2022,188827,2488.6111,1918.5206,0.7709
BIHAR,JAMUI,2023,203250,2905.7707,2243.4206,0.7721
BIHAR,JAMUI,2024,215775,3384.5498,2582.6358,0.7631
BIHAR,JEHANABAD,2019,79636,899.4915,762.8947,0.8481
BIHAR,JEHANABAD,2020,80403,1219.0628,971.9151,0.7973
BIHAR,JEHANABAD,2021,94752,1376.2131,1075.9969,0.7819
BIHAR,JEHANABAD,2022,87366,1547.1048,1191.0896,0.7699
BIHAR,JEHANABAD,2023,96518,1933.928,1480.8829,0.7657
BIHAR,JEHANABAD,2024,109761,2376.4814,1795.5486,0.7555
BIHAR,KAIMUR,2019,154192,1930.2548,1619.1334,0.8388
BIHAR,KAIMUR,2020,172448,2254.4143,1862.5156,0.8262
BIHAR,KAIMUR,2021,187852,2397.6933,1957.0549,0.8162
BIHAR,KAIMUR,2022,167035,2580.9669,2104.0677,0.8152
BIHAR,KAIMUR,2023,168386,2926.499,2322.8754,0.7937
BIHAR,KAIMUR,2024,175877,3437.9485,2678.4088,0.7791
BIHAR,KATIHAR,2019,245614,3004.05,2459.8132,0.8188
BIHAR,KATIHAR,2020,284535,3648.0782,2835.7611,0.7773
BIHAR,KATIHAR,2021,312713,4259.0289,3333.7857,0.7828
BIHAR,KATIHAR,2022,324088,5144.2973,4006.9949,0.7789
BIHAR,KATIHAR,2023,386434,6757.2717,4949.4102,0.7325
BIHAR,KATIHAR,2024,439872,7856.835,5853.2104,0.745
BIHAR,KHAGARIA,2019,153949,1951.1285,1501.122,0.7694
BIHAR,KHAGARIA,2020,168712,2280.6516,1713.6803,0.7514
BIHAR,KHAGARIA,2021,178750,2305.3951,1832.9044,0.7951
BIHAR,KHAGARIA,2022,171045,2620.0357,2027.8385,0.774
BIHAR,KHAGARIA,2023,185646,3059.0448,2328.727,0.7613
BIHAR,KHAGARIA,2024,209996,3602.367,2698.1249,0.749
BIHAR,KISHANGANJ,2019,206220,1898.6438,1606.3281,0.846
BIHAR,KISHANGANJ,2020,207416,2209.1466,1756.2241,0.795
BIHAR,KISHANGANJ,2021,242956,2579.9444,2040.2626,0.7908
BIHAR,KISHANGANJ,2022,214315,2939.8762,2209.4746,0.7516
BIHAR,KISHANGANJ,2023,233786,3403.7439,2536.3288,0.7452
BIHAR,KISHANGANJ,2024,230334,4066.7562,3157.2353,0.7764
BIHAR,LAKHISARAI,2019,113107,1347.133,1112.2747,0.8257
BIHAR,LAKHISARAI,2020,105186,1147.1299,931.816,0.8123
BIHAR,LAKHISARAI,2021,112204,1294.6374,1059.4473,0.8183
BIHAR,LAKHISARAI,2022,110619,1474.2471,1194.4365,0.8102
BIHAR,LAKHISARAI,2023,118084,1772.4052,1416.4192,0.7992
BIHAR,LAKHISARAI,2024,130712,2104.4208,1638.0165,0.7784
BIHAR,MADHEPURA,2019,152916,1610.3205,1367.196,0.849
BIHAR,MADHEPURA,2020,161783,1959.9553,1517.4266,0.7742
BIHAR,MADHEPURA,2021,193052,2277.9793,1760.5912,0.7729
BIHAR,MADHEPURA,2022,174241,2541.9496,1938.9083,0.7628
BIHAR,MADHEPURA,2023,208306,3255.6307,2436.2948,0.7483
BIHAR,MADHEPURA,2024,248287,3998.5165,2955.0432,0.739
BIHAR,MADHUBANI,2019,262126,2927.5609,2283.168,0.7799
BIHAR,MADHUBANI,2020,279277,3532.897,2605.0322,0.7374
BIHAR,MADHUBANI,2021,315260,4301.5741,3099.617,0.7206
BIHAR,MADHUBANI,2022,307514,5119.993,3563.3406,0.696
BIHAR,MADHUBANI,2023,372952,6617.11,4581.038,0.6923
BIHAR,MADHUBANI,2024,437281,8122.2321,5684.6375,0.6999
BIHAR,MUNGER,2019,146052,2675.3584,1633.13,0.6104
BIHAR,MUNGER,2020,140969,2784.9553,1668.5025,0.5991
BIHAR,MUNGER,2021,170203,3073.3877,1871.3342,0.6089
BIHAR,MUNGER,2022,147382,3277.7042,2003.5025,0.6113
BIHAR,MUNGER,2023,153671,3732.7797,2327.5342,0.6235
BIHAR,MUNGER,2024,174196,4005.7397,2752.5505,0.6872
BIHAR,MUZAFFARPUR,2019,591497,10681.0924,7312.4897,0.6846
BIHAR,MUZAFFARPUR,2020,676535,11762.9889,8237.5003,0.7003
BIHAR,MUZAFFARPUR,2021,708932,11979.4867,9115.1898,0.7609
BIHAR,MUZAFFARPUR,2022,754918,14356.1202,10389.5107,0.7237
BIHAR,MUZAFFARPUR,2023,847770,18632.3589,14248.9055,0.7647
BIHAR,MUZAFFARPUR,2024,998476,22802.8851,17278.3359,0.7577
BIHAR,NALANDA,2019,234324,3222.7355,2704.2442,0.8391
BIHAR,NALANDA,2020,256592,3666.439,2971.4886,0.8105
BIHAR,NALANDA,2021,273148,4057.06,3238.056,0.7981
BIHAR,NALANDA,2022,271838,4644.0332,3624.1536,0.7804
BIHAR,NALANDA,2023,287600,5567.9718,4270.6695,0.767
BIHAR,NALANDA,2024,376875,7042.436,5340.3487,0.7583
BIHAR,NAWADA,2019,186202,1850.2239,1664.9036,0.8998
BIHAR,NAWADA,2020,184724,2072.4678,1785.0371,0.8613
BIHAR,NAWADA,2021,210699,2452.8963,2062.2044,0.8407
BIHAR,NAWADA,2022,190099,2774.1238,2251.136,0.8115
BIHAR,NAWADA,2023,196862,3359.9191,2705.9973,0.8054
BIHAR,NAWADA,2024,211395,4019.9655,3180.442,0.7912
BIHAR,PASCHIMI CHAMPARAN,2019,339943,3426.7866,2814.9349,0.8215
BIHAR,PASCHIMI CHAMPARAN,2020,375998,4145.2407,3181.4392,0.7675
BIHAR,PASCHIMI CHAMPARAN,2021,397641,4882.2635,3661.5116,0.75
BIHAR,PASCHIMI CHAMPARAN,2022,388979,5611.3244,4193.8418,0.7474
BIHAR,PASCHIMI CHAMPARAN,2023,434110,6806.1912,5033.6907,0.7396
BIHAR,PASCHIMI CHAMPARAN,2024,456987,8233.774,6049.4813,0.7347
BIHAR,PATNA,2019,882418,51175.6022,34603.4336,0.6762
BIHAR,PATNA,2020,1506800,54536.1141,38131.4148,0.6992
BIHAR,PATNA,2021,1688146,71744.2254,50064.5645,0.6978
BIHAR,PATNA,2022,2126439,91099.3663,64023.1458,0.7028
BIHAR,PATNA,2023,2451780,101266.3249,71977.2422,0.7108
BIHAR,PATNA,2024,3016217,115242.2539,84084.7617,0.7296
BIHAR,PURBI CHAMPARAN,2019,466117,4728.1261,3993.4304,0.8446
BIHAR,PURBI CHAMPARAN,2020,508827,5538.6841,4560.0061,0.8233
BIHAR,PURBI CHAMPARAN,2021,553441,6550.0311,5351.0261,0.8169
BIHAR,PURBI CHAMPARAN,2022,552951,7661.7281,6158.5157,0.8038
BIHAR,PURBI CHAMPARAN,2023,623264,9794.1904,7677.7587,0.7839
BIHAR,PURBI CHAMPARAN,2024,738186,12366.6936,9521.1013,0.7699
BIHAR,PURNIA,2019,349819,5432.788,4493.6235,0.8271
BIHAR,PURNIA,2020,364599,5798.7438,4589.182,0.7914
BIHAR,PURNIA,2021,421424,6789.7358,5407.2802,0.7964
BIHAR,PURNIA,2022,413611,7815.2599,6144.0253,0.7862
BIHAR,PURNIA,2023,465314,9461.2704,7319.9531,0.7737
BIHAR,PURNIA,2024,528975,11641.5074,8735.5355,0.7504
BIHAR,ROHTAS,2019,285134,4337.4484,3723.9562,0.8586
BIHAR,ROHTAS,2020,269272,4317.0617,3615.2156,0.8374
BIHAR,ROHTAS,2021,296043,4740.9033,3934.6382,0.8299
BIHAR,ROHTAS,2022,276236,5205.0478,4196.2485,0.8062
BIHAR,ROHTAS,2023,289808,6026.9551,4745.438,0.7874
BIHAR,ROHTAS,2024,320022,7202.1611,5617.7761,0.78
BIHAR,SAHARSA,2019,183626,2719.9897,2115.3865,0.7777
BIHAR,SAHARSA,2020,175255,2297.6612,1712.9706,0.7455
BIHAR,SAHARSA,2021,195576,2725.443,2001.1601,0.7343
BIHAR,SAHARSA,2022,189010,3144.0865,2314.2954,0.7361
BIHAR,SAHARSA,2023,201199,3817.1874,2844.0804,0.7451
BIHAR,SAHARSA,2024,213610,4549.9985,3371.4689,0.741
BIHAR,SAMASTIPUR,2019,443738,4899.2679,4062.9408,0.8293
BIHAR,SAMASTIPUR,2020,455856,5512.9918,4369.8384,0.7926
BIHAR,SAMASTIPUR,2021,524326,6429.2701,4946.9058,0.7694
BIHAR,SAMASTIPUR,2022,475375,7126.0755,5460.109,0.7662
BIHAR,SAMASTIPUR,2023,531076,8576.3996,6525.0862,0.7608
BIHAR,SAMASTIPUR,2024,599777,10566.711,8002.1994,0.7573
BIHAR,SARAN,2019,380923,3249.4264,2693.2205,0.8288
BIHAR,SARAN,2020,400139,4020.194,3198.0824,0.7955
BIHAR,SARAN,2021,448417,4703.7176,3733.5606,0.7937
BIHAR,SARAN,2022,435823,5642.2888,4352.8609,0.7715
BIHAR,SARAN,2023,492955,7073.5512,5250.8301,0.7423
BIHAR,SARAN,2024,532115,8614.1694,6362.9371,0.7387
BIHAR,SHEIKHPURA,2019,63114,688.8839,566.5256,0.8224
BIHAR,SHEIKHPURA,2020,69901,855.2731,663.9044,0.7762
BIHAR,SHEIKHPURA,2021,77053,972.5361,744.8246,0.7659
BIHAR,SHEIKHPURA,2022,74622,1072.6688,825.7384,0.7698
BIHAR,SHEIKHPURA,2023,74745,1224.2675,939.3904,0.7673
BIHAR,SHEIKHPURA,2024,82118,1478.4559,1119.1027,0.7569
BIHAR,SHEOHAR,2019,41652,383.8906,323.7171,0.8433
BIHAR,SHEOHAR,2020,46031,522.504,409.1429,0.783
BIHAR,SHEOHAR,2021,50726,626.3287,476.0074,0.76
BIHAR,SHEOHAR,2022,53734,742.0128,566.1359,0.763
BIHAR,SHEOHAR,2023,57415,925.8624,694.4992,0.7501
BIHAR,SHEOHAR,2024,62389,1104.5135,806.3956,0.7301
BIHAR,SITAMARHI,2019,218008,2605.423,2105.9074,0.8083
BIHAR,SITAMARHI,2020,230318,2977.7171,2252.686,0.7565
BIHAR,SITAMARHI,2021,258008,3572.7669,2653.5185,0.7427
BIHAR,SITAMARHI,2022,255978,4197.9016,3065.6395,0.7303
BIHAR,SITAMARHI,2023,287293,5313.2637,3884.2508,0.731
BIHAR,SITAMARHI,2024,313492,6416.7238,4646.0282,0.724
BIHAR,SIWAN,2019,321340,3094.1916,2532.6642,0.8185
BIHAR,SIWAN,2020,742345,4831.3461,3588.9298,0.7428
BIHAR,SIWAN,2021,790740,5418.9132,4021.4813,0.7421
BIHAR,SIWAN,2022,916568,6707.8184,4955.6383,0.7388
BIHAR,SIWAN,2023,987524,8231.5024,5796.1411,0.7041
BIHAR,SIWAN,2024,1012177,9489.4852,6680.0648,0.7039
BIHAR,SUPAUL,2019,168687,2008.1065,1560.2118,0.777
BIHAR,SUPAUL,2020,182221,2319.724,1696.7439,0.7314
BIHAR,SUPAUL,2021,193715,2678.6346,1932.5801,0.7215
BIHAR,SUPAUL,2022,194256,3083.8373,2230.3899,0.7233
BIHAR,SUPAUL,2023,205335,3780.0272,2722.656,0.7203
BIHAR,SUPAUL,2024,217125,4473.2189,3245.7983,0.7256
BIHAR,VAISHALI,2019,393759,4016.5888,3241.0378,0.8069
BIHAR,VAISHALI,2020,1249906,7272.0145,5180.8824,0.7124
BIHAR,VAISHALI,2021,1221758,7762.1764,5508.6348,0.7097
BIHAR,VAISHALI,2022,1416474,9523.2824,6785.4084,0.7125
BIHAR,VAISHALI,2023,1633568,11819.6569,8105.2841,0.6857
BIHAR,VAISHALI,2024,1889276,14587.9533,9776.9754,0.6702
CHANDIGARH,CHANDIGARH,2019,573780,112815.5586,77956.086,0.691
CHANDIGARH,CHANDIGARH,2020,689948,117807.5748,78001.5399,0.6621
CHANDIGARH,CHANDIGARH,2021,722264,124132.0783,80792.8591,0.6509
CHANDIGARH,CHANDIGARH,2022,688165,136755.2087,82007.4504,0.5997
CHANDIGARH,CHANDIGARH,2023,719278,129725.3935,77839.0663,0.6
CHANDIGARH,CHANDIGARH,2024,732454,140653.3978,86601.08,0.6157
CHHATTISGARH,BALOD,2019,46205,945.4588,704.9886,0.7457
CHHATTISGARH,BALOD,2020,47355,1090.7065,800.7199,0.7341
CHHATTISGARH,BALOD,2021,60768,1319.7738,985.6944,0.7469
CHHATTISGARH,BALOD,2022,70398,1576.9316,1196.0178,0.7584
